,title,published,description,tags,viewCount,likeCount,dislikeCount,commentCount,duration,postingDate,made_for_kids
95,6 Pro Chefs Make Their Favorite Thanksgiving Sides | Test Kitchen Talks | Bon Appétit,2022-11-15T17:00:15Z,"Join Chris Morocco, Kendra Vaculin, Shilpa Uskokovic, Hana Asbrink, Rachel Gurjar, and Brad Leone in the Bon Appétit Test Kitchen as they each make their favorite Thanksgiving side dishes. From brussels sprouts and potatoes to sweet pastry bites, one of these sides is sure to steal the spotlight from the main course.

Check out some of the full recipes from this video:
Chris's Burnished Potato Nuggets https://www.bonappetit.com/recipe/burnished-potato-nuggets
Kendra's Make-Ahead Sausage and Caramelized Onion Stuffing https://www.bonappetit.com/recipe/make-ahead-sausage-and-caramelized-onion-stuffing-recipe

Director: Amanda Veitia
Director of Photography: Jeremy Harris
Editor: Brendan Day
Producer: Parisa Kosari
Line Producer: Jennifer McGinity
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes
Associate Producer: Oadhan Lynch
Camera Operator: Jake Robbins
Audio: Rebecca O’Neil
Culinary Producer: Mallary Santucci
Associate Culinary Producer: Katrina Zito
Culinary Assistant: Biba Clark
Production Assistant: Sophie Pulver
Post Production Supervisor: Andrea Farr
Supervising Editor: Eduardo Araujo
Post Production Coordinator: Scout Alter
Assistant Editor: Andy Morell

0:00 Thanksgiving Sides
0:24 Chris’s Burnished Potato Nuggets
4:03 Shilpa’s Garlic Dill Rolls
8:27 Hana’s Cranberry-Brie Pastry Bites
10:49 Rachel’s Turmeric And Ginger Brussels Sprouts
14:57 Brad’s Maple-Pecan Sweet Potatoes
19:06 Kendra’s Sausage And Caramelized Onion Stuffing

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['ba test kitchen', 'baked brie', 'best brussels sprouts', 'best stuffing', 'best thanksgiving side dishes', 'bon app', 'bon appetit', 'bon appetit test kitchen', 'dressing', 'food', 'simple thanksgiving dinner', 'sprouts thanksgiving dinner', 'stuffing', 'sweet potato thanksgiving recipe', 'test kitchen talks', 'thanksgiving', 'thanksgiving dinner', 'thanksgiving recipe', 'thanksgiving recipe ideas', 'thanksgiving recipes', 'thanksgiving side dishes', 'thanksgiving sides', 'thanksgiving yam recipe']",514969,6494,private,319,PT24M32S,2022-11-15T17:00:15Z,False
96,How To Open A Wax-Sealed Wine Bottle | Bon Appétit,2022-11-14T17:00:05Z,"Don't be afraid! Sommelier André Hueston Mack demystifies opening wine bottles sealed with wax.  

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['andre hueston mack', 'andre mack', 'ba wine', 'ba world of wine', 'bon app', 'bon app wine', 'bon appetit', 'bon appetit wine', 'bon appetit world of wine', 'food', 'how to cork wine bottle', 'how to open wine', 'open wax wine bottle', 'open wine', 'open wine bottle', 'open wine easy', 'wax seal', 'wax seal wine', 'wax sealed wine', 'wax sealed wine bottle', 'wax wine bottle', 'wax wine seal', 'wine bottle wax', 'wine corkscrew', 'world of wine']",686368,16056,private,59,PT22S,2022-11-14T17:00:05Z,False
97,A Day With A Line Cook At Brooklyn's Hottest Chinese Restaurant | On The Line | Bon Appétit,2022-11-10T17:00:03Z,"Line Cook Tristan Kwong brings you into the precise and fast-paced world of a professional kitchen at Bonnie's, Brooklyn's hottest Chinese restaurant. From shopping for fresh ingredients to prepping Bonnie's gourmet take on the ""McRib,"" see what it takes to keep the quality high and the plates moving at an in-demand restaurant day-in, day-out.

Director: Gunsel Pehlivan
Editor: Mack Johnson
Creative Producer: Parisa Kosari
Associate Producer: Dimitri Lazarshvili
Director of Photography: Kevin Dynia
Camera Operator: Jake Robbins
Camera Operator: Kirsten Potts
Assistant Camera: Lucas Young
Audio: Michael Guggino
PA: Connor Kavvas
Covid Compliance Officer: Alicia Lanzieri
Line Producer: Jennifer McGinity
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes
Post Production Supervisor: Andrea Farr
Post Production Coordinator: Scout Alter
Supervising Editor: Eduardo Araújo
Assistant Editor: Billy Ward

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['a day in the life of', 'bon app', 'bon appetit', 'bon appetit on the line', ""bonnie's"", ""bonnie's brooklyn"", ""bonnie's chinese"", ""bonnie's nyc"", 'bonnies', 'chef kitchen', ""day in a chef's life"", 'day in the life of', 'fancy restaurant', 'food', 'inside restaurant kitchen', 'kitchen behind the scenes', 'life of a line cook', 'line chef', 'line cook', 'line cook nyc', 'line cooking', 'line cooks', 'nyc restaurant', 'on the line', 'professional chef', 'professional cook', 'short doc restarurant', 'sous-chef']",2467658,40071,private,1312,PT16M43S,2022-11-10T17:00:03Z,False
98,Why You Almost Never See Red Wine In Clear Bottles | Bon Appétit,2022-11-09T17:00:08Z,"Red wine almost always comes in a dark bottle while white wine mostly comes in a clear bottle - but why? The answer from sommelier André Hueston Mack could surprise you.

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['aged wine', 'aging red wine', 'aging wine', 'andre huseton mack', 'andre mack', 'andré mack', 'bon app', 'bon app wine', 'bon appetit', 'bon appetit wine', 'bon appetit world of wine', 'buying wine', 'celebrity wine', 'clear wine bottle', 'food', 'red wine', 'red wine bottle', 'red wine faq', 'red wine taste', 'shopping for wine', 'sommelier', 'white wine bottle', 'why age wine', 'wine', 'wine aging', 'wine bottle', 'wine bottles', 'wine fact', 'wine faq', 'world of wine', 'world of wine andre mack']",144076,3331,private,39,PT16S,2022-11-09T17:00:08Z,False
99,6 Pro Chefs Make Their Go-To Egg Recipe | Test Kitchen Talks | Bon Appétit,2022-11-08T17:00:06Z,"Join Hana Asbrink, Chris Morocco, Kendra Vaculin, Inés Anguiano, Brad Leone, and DeVonn Francis in the Bon Appétit Test Kitchen as they each prepare their favorite egg recipe. With options suitable for breakfast, lunch, or dinner, see how our pro chefs prefer their incredible, edible eggs any time of day. 

Director: Amanda Veitia
Director of Photography: Jeremy Harris
Editor: Robert Malone
Producer: Parisa Kosari
Line Producer: Jennifer McGinity
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes
Associate Producer: Oadhan Lynch
Camera Operator: Jake Robbins
Audio: Rebecca O’Neil
Culinary Producer: Mallary Santucci
Associate Culinary Prouder: Katrina Zito
Culinary Assistant: Biba Clark
Production Assistant: Sophie Pulver
Post Production Supervisor: Andrea Farr
Supervising Editor: Eduardo Araujo
Post Production Coordinator: Scout Alter
Assistant Editor: Andy Morell

--
0:00 Eggstravaganza
0:23 Brad’s French Omelet
2:50 Inés’s Chorizo Baked Eggs
4:50 Hana’s Gyeranjjim
7:18 Kendra’s Spiced Egg Crepe
10:38 Chris’s Soy-Ginger Dinner Scramble
12:46 DeVonn’s Tortilla Jamaica


Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['ba test kitchen', 'ba test kitchen talks', 'best egg recipe', 'best egg recipes', 'bon app', 'bon app test kitchen', 'bon appetit', 'bon appetit test kitchen', 'bon appetit test kitchen talks', 'chorizo baked eggs', 'chorizo eggs', 'easy egg recipe', 'egg recipe', 'egg recipes', 'eggs dinner recipe', 'eggs for dinner', 'eggs lunch', 'food', 'french omelet', 'french omelette', 'gyeranjjim', 'how to make an omelet', 'how to make an omelette', 'korean eggs', 'quick egg recipe', 'test kitchen talks']",574899,7909,private,380,PT16M55S,2022-11-08T17:00:06Z,False
100,Recreating Ina Garten's Lobster Pot Pie From Taste | Reverse Engineering | Bon Appétit,2022-11-02T16:00:09Z,"We challenged resident Bon Appétit supertaster Chris Morocco to recreate Ina Garten's lobster pot pie recipe in the Bon Appétit Test Kitchen. The catch? He'll have to identify what he's making with a blindfold over his eyes, letting each of his other senses guide the way. Will Chris be able to reproduce each step the Barefoot Contessa takes without seeing the final product?

Director: Cory Cavin 
Director of Photography: Kevin Dynia 
Editor: Eric Bigman 
Host: Chris Morocco
Judge: Adam Moussa 
Culinary Director: Kelly Janke
Producer: Halie Aaron
Producer: Tyre Nobles  
Culinary Producer: Jessica Do 
Culinary Associate Producer: Danielle Brooks
Line Producer: Jen McGinity
Associate Producer: Yoshivel Chirinos 
Associate Producer: Dimitri Lazarashvili 
Production Manager: Janine Dispensa 
Production Coordinator: Elizabeth Hymes 
Camera Operator: Jeremy Harris 
Audio: Mike Guggino
Production Assistant: Alaina Chou 

Post Production Supervisor: Andrea Farr 
Post Production Coordinator: Scout Alter 
Supervising Editor: Eduardo Araújo 
Assistant Editor: Billy Ward


Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['barefoot contessa', 'barefoot contessa recipe', 'best pot pie recipe', 'blindfood cooking', 'bon app', 'bon appetit', 'bon appetit test kitchen', 'chris bon appetit', 'chris morocco', 'chris reverse engineering', 'chris test kitchen', 'comfort food recipes', 'easy pot pie', 'food', 'homemade pot pie', 'how to make pot pie', 'ina garten recipe', 'lobster pot pie', 'lobster pot pie recipe', 'make lobster pot pie', 'make pot pie', 'pie crust', 'pot pie', 'pot pie crust', 'pot pie recipe', 'reverse engineering']",468382,6962,private,450,PT19M53S,2022-11-02T16:00:09Z,False
101,6 Pro Chefs Make Their Favorite 15-Minute Meal | Test Kitchen Talks | Bon Appétit,2022-10-31T16:00:10Z,"Join Chris Morocco, Zaynab Issa, Shilpa Uskokovic, Hana Asbrink, DeVonn Francis, and Brad Leone in the Bon Appétit Test Kitchen as they each make their favorite quick and easy 15-minute meal. Make no mistake - although these recipes come together with relative ease, 15 minutes is plenty of time to make a satisfying meal with exciting flavors.

Director: Amanda Veitia
Director of Photography: Jeremy Harris
Editor: Micah Phillips
Producer: Parisa Kosari
Line Producer: Jennifer McGinity
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes
Associate Producer: Oadhan Lynch
Camera Operator: Jake Robbins
Audio: Rebecca O’Neil
Culinary Producer: Mallary Santucci
Associate Culinary Prouder: Katrina Zito
Culinary Assistant: Biba Clark
Production Assistant: Sophie Pulver
Post Production Supervisor: Andrea Farr
Supervising Editor: Eduardo Araujo
Post Production Coordinator: Scout Alter
Assistant Editor: Ben Harowitz

--
0:00 15-Minute Meals - GO!
0:24 Zaynab’s Scallion Fried Rice
3:07 Chris’s Korean Rice Cakes In Quick Curry
5:34 DeVonn’s Flank Steak With Salvitxada Sauce
9:06 Brad’s Swordfish Steak And Cucumber Radish Salad
11:58 Hana’s Pork Belly Yakisoba
15:05 Shilpa’s Creamy Spinach And Chickpeas
18:48 “Sorry, but this is really good.”

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['15 minute meal', '15 minute meals', '15 minute recipe', '15 minute recipes', 'ba test kitchen', 'bon appetit', 'bon appetit test kitchen', 'brad leone', 'easy yakisoba', 'flank steak recipe', 'food', 'korean rice cake recipe', 'make flank steak', 'make korean rice cake', 'make swordfish steak', 'make tteokbokki', 'make yakisoba', 'quick rice cake', 'quick yakisoba', 'recipe', 'recipes', 'rice cake recipe', 'salvitxada', 'salvitxada sauce', 'swordfish steak recipe', 'test kitchen talks', 'tteokbokki recipe']",1900811,27650,private,797,PT18M52S,2022-10-31T16:00:10Z,False
102,Which States Make The Best Tasting Wine? (Alabama-Missouri) | World Of Wine | Bon Appétit,2022-10-27T16:00:08Z,"Sommelier André Hueston Mack samples a wine from every state in the U.S., this episode covering each alphabetical stop from Alabama to Missouri. Watch André offer up his expert opinion on wines from every corner of the nation, including some you may not have known were even in the winemaking game.


Director: Matt Hunziker
Director of Photography: Kevin Dynia
Editor: Michael Imhoff
Host: André Hueston Mack
Producer: Halie Aaron 
Line Producer: Jen McGinity 
Associate Producer: Yoshivel Chirinos
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes 
Camera Operator: Colton Huynh
Assistant Camera: Paola Esquivel-Oliveros
Audio: Rebecca O’Neill
Production Assistant: Nikki Ligos
Post Production Supervisor: Andrea Farr
Post Production Coordinator: Scout Alter 
Supervising Editor: Eduardo Araújo
Assistant Editor: Ben Harowitz

--
0:00 World Of Wine, American Style
0:36 Alabama
1:50 Alaska
2:54 Arizona
4:25 Arkansas
5:31 California
6:53 Colorado
7:44 Connecticut
8:42 Delaware
10:13 Florida
11:11 Georgia
11:52 Hawaii
13:04 Idaho
13:44 Illinois
15:00 Indiana
16:15 Iowa
17:10 Kansas
17:58 Kentucky
19:11 Louisiana
20:18 Maine
21:06 Maryland
22:11 Massachusetts
23:02 Michigan
24:22 Minnesota
25:20 Mississippi
26:53 Missouri
28:10 Andre’s Thoughts

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['american wine', 'andre hueston mack', 'andre mack', 'ba andre mack', 'ba world of wine', 'best american wine', 'bon app', 'bon app wine', 'bon appetit', 'bon appetit wine', 'bon appetit world of wine', 'domestic wine', 'food', 'oldest red wine', 'orange wine', 'pineapple wine', 'red wine taste test', 'sommelier', 'sommelier red wine', 'sommelier taste test', 'sommelier wine test', 'united states wine', 'wine from every state', 'wine taste', 'wine taste test', 'world of wine']",451353,8626,private,541,PT28M29S,2022-10-27T16:00:08Z,False
103,How to Make 5 Handmade Chocolates | Handcrafted | Bon Appétit,2022-10-25T16:00:08Z,"Michael Laiskonis, Creative Director of New York City's Institute of Culinary Education, demonstrates the equipment, ingredients, and artistry essential to making 5 different bonbons, perfect for collecting in a stylish gift box of chocolates. Take an up-close look at the step-by-step creation of 5 different exquisite candies - White Peach Melba, Palet d’Or Ganache, Hazelnut Crunch Bar, Bourbon Truffle, and Chocolate Nougat.

Director: Cole Evelev 
Director of Photography: Brandon Yoon
Editors: Jared Hutchinson, JC Scruggs
Talent: Michael Laiskonis

Assistant to Talent: Catherine Liu

Sr. Culinary Director: Kelly Janke
Producer: Jonathan Bang, Jen Osaki
Culinary Producer: Carrie Parente
Line Producer: Jennifer McGinity
Associate Producer: Alicia Aswat
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes

Camera Operators: Jake Robbins
Audio: Lily Van Leeuwen
Production Assistant: Griffin Garnett

Post Production Supervisor: Andrea Farr
Post Production Coordinator: Scout Alter
Supervising Editor: Eduardo Araújo
Graphics Supervisor: Ross Rackin
Graphics, Animation, VFX: Léa Kichler

--
0:00 Let's Make Some Bonbons
0:34 White Peach Melba
4:53 Palet d'Or Ganache
9:37 Hazelnut Crunch Bar
11:50 Bourbon Truffle
14:24 Chocolate Nougat


Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['bon app handcrafted', 'bon appetit', 'bon appetit handcrafted', 'bonbon', 'bonbon recipe', 'bourbon truffle', 'chocolate', 'chocolate bonbon', 'chocolate candy maker', 'expert candy maker', 'food', 'handcrafted chocolate candy', 'hazelnut crunch bar', 'homemade chocolate bonbon', 'how to make chocolate', 'how to make chocolate candy', 'how to make ganache', 'innovation', 'make bonbons', 'make chocolate bonbon', 'make chocolate bonbons', 'make ganache', 'palet d’or ganache', 'white peach melba']",710686,15368,private,257,PT17M17S,2022-10-25T16:00:08Z,False
104,6 Pro Chefs Show Us Their Favorite Pan | Test Kitchen Talks | Bon Appétit,2022-10-19T16:00:03Z,"Join Zaynab Issa, Kendra Vaculin, Rachel Gurjar, Inés Anguiano, Brad Leone, and DeVonn Francis in the Bon Appétit Test Kitchen as they each share their favorite, trusty, go-to pan - and explain why they’d never be caught in the kitchen without one.

Director: Amanda Veitia
Director of Photography: Jeremy Harris
Editor: Brendan Day
Producer: Parisa Kosari
Line Producer: Jennifer McGinity
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes
Associate Producer: Oadhan Lynch
Camera Operator: Jake Robbins
Audio: Rebecca O’Neil
Culinary Producer: Mallary Santucci
Associate Culinary Prouder: Katrina Zito
Culinary Assistant: Biba Clark
Production Assistant: Sophie Pulver
Post Production Supervisor: Andrea Farr
Supervising Editor: Eduardo Araujo
Post Production Coordinator: Scout Alter
Assistant Editor: Billy Ward

--
0:00 Show Us Those Pans
0:21 Kendra - Mini Cast Iron
2:28 DeVonn - Cazuela
5:08 Rachel - Enameled Skillet With Lip
7:11 Brad - Carbon Steel Wok
9:27 Zaynab - Zwilling Madura Plus Nonstick Pan
11:44 Inés - Griddle Pan
14:09 DeVonn Francis, Consummate Professional


Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['best cast iron cookware', 'best cookware', 'best non stick cookware', 'best pans', 'best pots and pans', 'best skillet', 'best wok', 'bon app', 'bon appetit', 'bon appetit test kitchen', 'carbon steel wok', 'cast iron cookware', 'cast iron pan', 'cazuela', 'ceramic cazuela', 'enameled skillet', 'food', 'healthiest cookware', 'mini cast iron pan', 'non stick pan', 'nonstick cookware', 'nonstick pans', 'safe non stick frying pans', 'stainless cookware', 'test kitchen talks', 'zwilling', 'zwilling madura plus']",332052,4404,private,288,PT14M26S,2022-10-19T16:00:03Z,False
105,"Upside Down Plum Cake With Tangy, Gooey Caramel | From The Test Kitchen | Bon Appétit",2022-10-14T16:00:10Z,"Join Rachel Gurjar in the Bon Appétit Test Kitchen as she makes her plum and lime upside down cake. Juicy plums unite in a luscious sauce with deep caramel notes and sharp lime flavor for an irresistible taste that will call for seconds.

Get Rachel’s full recipe here: https://www.bonappetit.com/recipe/plum-and-lime-upside-down-cake-recipe

Director/Producer: Mel Ibarra
Director of Photography: Eric Brouse
Editor: Morgan Dopp 
Talent: Rachel Gurjar
Sr. Culinary Director: Kelly Janke 
Culinary Producer: Stevie Stewart
Culinary Associate Producer: Christina Aiello
Line Producer: Jen McGinity 
Associate Producer: Oadhan Lynch
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes 
Camera Operator: Kirsten Potts
Audio: Mike Guggino
Production Assistant: Anna Maite Bonis Kaplan
Post Production Supervisor: Andrea Farr
Post Production Coordinator: Scout Alter 
Supervising Editor: Eduardo Araújo
Assistant Editor: Justin Symonds

--
00:00 Make the batter
00:50 Mix dry ingredients
01:02 Make lime sugar
01:27 Mix wet ingredients
02:42 Combine dry ingredients with wet ingredients
03:22 Prep the fruit
04:30 Cut the plums
04:46 Prep the pan
05:37 Arrange plums in pan
06:06 Make lime caramel
07:50 Pour caramel over plums
08:29 Scoop batter onto plums and spread
09:02 Bake the cake
09:42 Remove cooled cake from pan
10:28 Plate
10:53 Taste!

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['ba from the test kitchen', 'ba test kitchen', 'best upside down cake recipe', 'bon appetit', 'bon appetit rachel', 'bon appetit recipe', 'bon appetit test kitchen', 'cake recipe', 'cake recipes', 'easy cake recipe', 'easy upside down cake', 'food', 'from the test kitchen', 'how to make upside down cake', 'make upside down cake', 'plum and lime upside down cake', 'plum cake', 'plum cake recipe', 'plum upside down cake', 'rachel gurjar', 'upside down cake', 'upside down cake recipe']",74270,1599,private,74,PT10M57S,2022-10-14T16:00:10Z,False
106,Recreating Bobby Flay's Cheddar Black Pepper Waffles From Taste | Reverse Engineering | Bon Appétit,2022-10-12T16:00:06Z,"We challenged resident Bon Appétit supertaster Chris Morocco to recreate chef Bobby Flay's cheddar black pepper waffles with sausage in the Bon Appétit Test Kitchen. The catch? He'll have to identify what he's making with a blindfold over his eyes, letting each of his other senses guide the way. Does Chris have what it takes to recognize and reproduce this decadent beast of a brunch without seeing what it is?


Director: Cory Cavin 
Director of Photography: Kevin Dynia 
Editor: Jared Hutchinson
Host: Chris Morocco Sr.
Judge: Hana Asbrink 
Culinary Director: Kelly Janke
Producer: Halie Aaron
Producer: Tyre Nobles  
Culinary Producer: Jessica Do 
Culinary Associate Producer: Danielle Brooks
Line Producer: Jen McGinity
Associate Producer: Yoshivel Chirinos 
Associate Producer: Dimitri Lazarashvili 
Production Manager: Janine Dispensa 
Production Coordinator: Elizabeth Hymes 
Camera Operator: Jeremy Harris 
Audio: Mike Guggino
Production Assistant: Alaina Chou 

Post Production Supervisor: Andrea Farr 
Post Production Coordinator: Scout Alter 
Supervising Editor: Eduardo Araújo 
Assistant Editor: Billy Ward



Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['ba reverse engineering', 'ba test kitchen', 'beat bobby flay', 'blind cooking', 'blindfold cooking challenge', 'blindfood cooking', 'bobby flay cheddar waffles', 'bobby flay recipe', 'bobby flay recipes', 'bobby flay waffles and sausage', 'bon app', 'bon appetit', 'bon appetit chris morocco', 'bon appetit reverse engineering', 'bon appetit test kitchen', 'cheddar black pepper waffles', 'chris bon appetit', 'chris morocco', 'chris reverse engineering', 'chris test kitchen', 'food', 'reverse engineering']",497858,8786,private,314,PT19M16S,2022-10-12T16:00:06Z,False
107,The Easiest Cast-Iron Roast Chicken & Potatoes Ever | From The Test Kitchen | Bon Appétit,2022-10-05T16:00:14Z,"Join Chris Morocco in the Bon Appétit Test Kitchen as he makes cast-iron roast chicken with crispy potatoes. Setting out to make the simplest roast chicken recipe possible, see how Chris achieves expert results with just a few ingredients, the right vessel, and some know-how.

Get the full recipe here: https://www.bonappetit.com/recipe/cast-iron-roast-chicken-with-crispy-potatoes

Director: Mel Ibarra
Director of Photography: Lauren Pruitt 
Editor: Morgan Dopp
Talent: Chris Morocco 
Sr. Culinary Director: Carrie Parente 
Producer: Halie Aaron 
Culinary Producer: Young Sun Huh 
Culinary Associate Producer: Jessica Do 
Line Producer: Jen McGinity 
Associate Producer: Yoshivel Chirinos, Oadhan Lynch
Production Manager: Janine Dispensa
Production Coordinator: Elizabeth Hymes 
Camera Operator: Colton Huynh
Audio: Rachel Suffian 
Post Production Supervisor: Steph Cardone 
Post Production Coordinator: Scout Alter 
Supervising Editor: Eduardo Araújo
Assistant Editor: Billy Ward

Want Bon Appétit shirts, hats and more? https://shop.bonappetit.com/?utm_source=youtube&utm_brand=ba&utm_campaign=aud-dev&utm_medium=video&utm_content=merch-shop-promo

Still haven’t subscribed to Bon Appétit on YouTube? ►► http://bit.ly/1TLeyPn

Want more Bon Appétit in your life? Subscribe to the magazine! https://bit.ly/313UWRu

ABOUT BON APPÉTIT
Bon Appétit is a highly opinionated food brand that wants everyone to love cooking and eating as much as we do. We believe in seasonal produce, properly salted pasta water, and developing recipes that anyone can make at home.","['best roast chicken', 'best roast chicken recipe', 'bon app', 'bon appetit', 'bon appetit test kitchen', 'cast iron chicken', 'cast iron roast chicken', 'cast-iron chicken', 'chicken recipe', 'chris morocco', 'crispy potatoes', 'crispy potatoes recipe', 'easy recipe', 'easy roast chicken', 'easy roast chicken recipe', 'food', 'from the test kitchen', 'how to make roast chicken', 'make crispy potatoes', 'make roast chicken', 'roast chicken', 'roast chicken in cast iron', 'roast chicken recipe']",307243,5973,private,253,PT8M32S,2022-10-05T16:00:14Z,False
